Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
416,Partition Equal Subset Sum,partition-equal-subset-sum,"Given a non-empty array nums containing only positive integers, find if the array can be partitioned into two subsets such that the sum of elements in both subsets is equal. ","Array,Dynamic Programming",Medium,46.4,925930,429311,7247,115,,"698,2108,2135,2162","Partition to K Equal Sum Subsets,Minimize the Difference Between Target and Chosen Elements,Maximum Number of Ways to Partition an Array,Partition Array Into Two Arrays to Minimize Sum Difference"
417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,"There is an m x n rectangular island that borders both the Pacific Ocean and Atlantic Ocean. The Pacific Ocean touches the island's left and top edges, and the Atlantic Ocean touches the island's right and bottom edges. The island is partitioned into a grid of square cells. You are given an m x n integer matrix heights where heights[r][c] represents the height above sea level of the cell at coordinate (r, c). The island receives a lot of rain, and the rain water can flow to neighboring cells directly north, south, east, and west if the neighboring cell's height is less than or equal to the current cell's height. Water can flow from any cell adjacent to an ocean into the ocean. Return a 2D list of grid coordinates result where result[i] = [ri, ci] denotes that rain water can flow from cell (ri, ci) to both the Pacific and Atlantic oceans. ","Array,Depth-First Search,Breadth-First Search,Matrix",Medium,48.9,392980,192213,3494,799,,,
418,Sentence Screen Fitting,sentence-screen-fitting,,"String,Dynamic Programming,Simulation",Medium,35.4,226515,80122,875,444,,2082,Minimum Cost to Separate Sentence Into Rows
419,Battleships in a Board,battleships-in-a-board,"Given an m x n matrix board where each cell is a battleship 'X' or empty '.', return the number of the battleships on board. Battleships can only be placed horizontally or vertically on board. In other words, they can only be made of the shape 1 x k (1 row, k columns) or k x 1 (k rows, 1 column), where k can be of any size. At least one horizontal or vertical cell separates between two battleships (i.e., there are no adjacent battleships). ","Array,Depth-First Search,Matrix",Medium,73.4,195795,143656,1452,733,,,
420,Strong Password Checker,strong-password-checker,"A password is considered strong if the below conditions are all met: Given a string password, return the minimum number of steps required to make password strong. if password is already strong, return 0. In one step, you can: ","String,Greedy,Heap (Priority Queue)",Hard,14.2,170278,24140,473,1251,,,
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,"Given an integer array nums, return the maximum result of nums[i] XOR nums[j], where 0 <= i <= j < n. ","Array,Hash Table,Bit Manipulation,Trie",Medium,54.3,223851,121492,3837,324,,1826,Maximum XOR With an Element From Array
422,Valid Word Square,valid-word-square,,"Array,Matrix",Easy,38.6,103273,39896,286,174,,"425,777","Word Squares,Toeplitz Matrix"
423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,"Given a string s containing an out-of-order English representation of digits 0-9, return the digits in ascending order. ","Hash Table,Math,String",Medium,51.2,120508,61662,601,2013,,,
424,Longest Repeating Character Replacement,longest-repeating-character-replacement,You are given a string s and an integer k. You can choose any character of the string and change it to any other uppercase English character. You can perform this operation at most k times. Return the length of the longest substring containing the same letter you can get after performing the above operations. ,"Hash Table,String,Sliding Window",Medium,50.7,406149,206085,4188,170,,"340,1046,2119,2134,2319","Longest Substring with At Most K Distinct Characters,Max Consecutive Ones III,Minimum Number of Operations to Make Array Continuous,Maximize the Confusion of an Exam,Longest Substring of One Repeating Character"
425,Word Squares,word-squares,,"Array,String,Backtracking,Trie",Hard,52.2,118221,61696,921,59,,422,Valid Word Square
432,All O`one Data Structure,all-oone-data-structure,Design a data structure to store the strings' count with the ability to return the strings with minimum and maximum counts. Implement the AllOne class: ,"Hash Table,Linked List,Design,Doubly-Linked List",Hard,35.9,157381,56462,1076,130,,,
433,Minimum Genetic Mutation,minimum-genetic-mutation,"A gene string can be represented by an 8-character long string, with choices from 'A', 'C', 'G', and 'T'. Suppose we need to investigate a mutation from a gene string start to a gene string end where one mutation is defined as one single character changed in the gene string. There is also a gene bank bank that records all the valid gene mutations. A gene must be in bank to make it a valid gene string. Given the two gene strings start and end and the gene bank bank, return the minimum number of mutations needed to mutate from start to end. If there is no such a mutation, return -1. Note that the starting point is assumed to be valid, so it might not be included in the bank. ","Hash Table,String,Breadth-First Search",Medium,46.6,113064,52704,868,102,,127,Word Ladder
434,Number of Segments in a String,number-of-segments-in-a-string,"Given a string s, return the number of segments in the string. A segment is defined to be a contiguous sequence of non-space characters. ",String,Easy,37.9,301227,114139,433,1006,,,
435,Non-overlapping Intervals,non-overlapping-intervals,"Given an array of intervals intervals where intervals[i] = [starti, endi], return the minimum number of intervals you need to remove to make the rest of the intervals non-overlapping. ","Array,Dynamic Programming,Greedy,Sorting",Medium,48.1,494769,238037,3819,111,,452,Minimum Number of Arrows to Burst Balloons
436,Find Right Interval,find-right-interval,"You are given an array of intervals, where intervals[i] = [starti, endi] and each starti is unique. The right interval for an interval i is an interval j such that startj >= endi and startj is minimized. Note that i may equal j. Return an array of right interval indices for each interval i. If no right interval exists for interval i, then put -1 at index i. ","Array,Binary Search,Sorting",Medium,49.4,154224,76193,1169,248,,352,Data Stream as Disjoint Intervals
437,Path Sum III,path-sum-iii,"Given the root of a binary tree and an integer targetSum, return the number of paths where the sum of the values along the path equals targetSum. The path does not need to start or end at the root or a leaf, but it must go downwards (i.e., traveling only from parent nodes to child nodes). ","Tree,Depth-First Search,Binary Tree",Medium,50.2,713399,357889,7352,359,,"112,113,666,687","Path Sum,Path Sum II,Path Sum IV,Longest Univalue Path"
438,Find All Anagrams in a String,find-all-anagrams-in-a-string,"Given two strings s and p, return an array of all the start indices of p's anagrams in s. You may return the answer in any order. An Anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once. ","Hash Table,String,Sliding Window",Medium,48.2,1076189,518606,7285,251,,"242,567","Valid Anagram,Permutation in String"
439,Ternary Expression Parser,ternary-expression-parser,,"String,Stack,Recursion",Medium,57.8,42586,24617,337,41,,"385,722,736","Mini Parser,Remove Comments,Parse Lisp Expression"
440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,"Given two integers n and k, return the kth lexicographically smallest integer in the range [1, n]. ",Trie,Hard,30.5,57068,17419,552,73,,,
441,Arranging Coins,arranging-coins,"You have n coins and you want to build a staircase with these coins. The staircase consists of k rows where the ith row has exactly i coins. The last row of the staircase may be incomplete. Given the integer n, return the number of complete rows of the staircase you will build. ","Math,Binary Search",Easy,45.3,602006,272594,2139,1012,,,
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,"Given an integer array nums of length n where all the integers of nums are in the range [1, n] and each integer appears once or twice, return an array of all the integers that appears twice. You must write an algorithm that runs in O(n) time and uses only constant extra space. ","Array,Hash Table",Medium,72.3,540996,391236,5995,247,,448,Find All Numbers Disappeared in an Array
443,String Compression,string-compression,"Given an array of characters chars, compress it using the following algorithm: Begin with an empty string s. For each group of consecutive repeating characters in chars: The compressed string s should not be returned separately, but instead, be stored in the input character array chars. Note that group lengths that are 10 or longer will be split into multiple characters in chars. After you are done modifying the input array, return the new length of the array. You must write an algorithm that uses only constant extra space. ","Two Pointers,String",Medium,47.4,512212,242895,2021,4140,How do you know if you are at the end of a consecutive group of characters?,"38,271,604,1241","Count and Say,Encode and Decode Strings,Design Compressed String Iterator,Decompress Run-Length Encoded List"
